age,revenu_mensuel,nombre_experiences_precedentes,annee_experience_totale,annees_dans_l_entreprise,annees_dans_le_poste_actuel,satisfaction_employee_environnement,note_evaluation_precedente,satisfaction_employee_nature_travail,satisfaction_employee_equipe,satisfaction_employee_equilibre_pro_perso,heure_supplementaires,augementation_salaire_precedente,nombre_participation_pee,nb_formations_suivies,distance_domicile_travail,niveau_education,frequence_deplacement,annees_depuis_la_derniere_promotion,note_evaluation_variation,satisfaction_moyenne,evaluation_satisfaction,ratio_satisfaction_anciennete,risque_burnout,salaire_moyen_poste,salaire_moyen_poste_departement,ratio_salaire_moyen_poste_departement,non_satisfait_sous_paye,mobilite_interne,stagnation_ratio,genre_F,genre_M,statut_marital_Célibataire,statut_marital_Divorcé(e),statut_marital_Marié(e),departement_Commercial,departement_Consulting,departement_Ressources Humaines,poste_Assistant de Direction,poste_Cadre Commercial,poste_Consultant,poste_Directeur Technique,poste_Manager,poste_Représentant Commercial,poste_Ressources Humaines,poste_Senior Manager,poste_Tech Lead,domaine_etude_Autre,domaine_etude_Entrepreunariat,domaine_etude_Infra & Cloud,domaine_etude_Marketing,domaine_etude_Ressources Humaines,domaine_etude_Transformation Digitale
32,11244,2,10,5,2,3,3,4,2,4,0,25,0,5,10,3,1,0,1,3.25,1,0.5416666666666666,0,17181.676470588234,17130.333333333332,0.6563795217061353,0,3,0.3333333333333333,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
54,16032,3,26,14,9,2,3,4,1,3,0,20,1,2,11,4,2,1,1,2.5,1,0.16666666666666666,0,17181.676470588234,17130.333333333332,0.9358837150473819,0,5,0.6,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
29,2362,6,11,9,7,1,2,1,3,1,0,13,0,2,1,4,1,0,1,1.5,0,0.15,0,3239.972602739726,3239.972602739726,0.7290185102190954,1,2,0.7,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
44,16328,3,24,20,6,4,3,1,3,4,0,13,1,1,28,3,1,14,0,3.0,0,0.14285714285714285,0,16033.55,16033.55,1.018364616694369,0,14,0.2857142857142857,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
39,8376,4,9,2,0,2,3,2,4,3,0,18,0,3,6,3,1,2,0,2.75,0,0.9166666666666666,0,7295.137931034483,7295.137931034483,1.1481619784551826,0,2,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
46,16606,8,23,13,12,3,3,2,4,4,0,12,1,2,3,3,1,5,0,3.25,0,0.23214285714285715,0,17181.676470588234,16986.972972972973,0.9775726391288714,0,1,0.8571428571428571,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
35,8606,1,11,11,8,4,2,2,4,1,0,19,0,3,16,3,1,3,1,2.75,1,0.22916666666666666,0,7528.763358778626,7528.763358778626,1.1430828131907351,0,3,0.6666666666666666,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
23,2272,0,5,4,3,1,3,3,2,3,0,14,0,2,20,1,1,1,0,2.25,0,0.45,0,3237.169884169884,3237.169884169884,0.7018476265673697,1,1,0.6,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
40,2018,3,15,5,4,4,3,1,2,1,0,14,0,3,9,4,1,1,0,2.0,0,0.3333333333333333,0,3237.169884169884,3237.169884169884,0.6233840274704894,1,1,0.6666666666666666,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
34,7083,1,10,10,9,4,2,3,4,3,1,14,0,3,1,3,1,8,1,3.5,1,0.3181818181818182,0,6924.2791411042945,6924.2791411042945,1.022922365730968,0,1,0.8181818181818182,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
31,4084,1,7,7,2,4,3,3,1,1,0,12,0,2,3,3,2,7,0,2.25,0,0.28125,0,3239.972602739726,3239.972602739726,1.2605044859165053,0,5,0.25,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
50,14411,1,32,32,6,3,1,4,4,3,1,13,0,2,22,5,2,13,2,3.5,1,0.10606060606060606,0,16033.55,16033.55,0.8988028228308765,0,26,0.18181818181818182,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
34,2308,0,12,11,10,2,3,3,2,3,1,25,1,4,7,2,1,5,1,2.5,1,0.20833333333333334,0,2626.0,2626.0,0.8789032749428789,0,1,0.8333333333333334,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
42,4841,4,4,1,0,3,2,2,2,3,0,14,1,3,2,3,1,0,1,2.5,1,1.25,0,3237.169884169884,3237.169884169884,1.495442059952745,0,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
37,4285,1,10,10,8,1,3,4,1,3,0,17,0,2,13,3,1,3,0,2.25,0,0.20454545454545456,0,3239.972602739726,3239.972602739726,1.3225420475397223,0,2,0.7272727272727273,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
29,9715,3,9,7,7,3,1,1,3,3,0,13,1,3,8,1,1,0,2,2.5,1,0.3125,0,7528.763358778626,7528.763358778626,1.2903845607887512,0,0,0.875,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
33,4320,1,5,5,3,4,2,2,4,3,0,13,0,2,25,3,1,0,1,3.25,1,0.5416666666666666,0,7295.137931034483,7295.137931034483,0.5921752324410684,0,2,0.5,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
45,2132,4,8,5,4,4,3,4,4,3,0,20,1,3,28,3,1,0,1,3.75,1,0.625,0,3239.972602739726,3239.972602739726,0.6580302556253647,0,1,0.6666666666666666,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
42,10124,2,24,20,8,4,3,4,3,1,1,14,1,3,2,3,2,13,0,3.0,0,0.14285714285714285,0,7528.763358778626,7528.763358778626,1.3447095515620502,0,12,0.38095238095238093,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
40,5473,0,9,8,4,1,3,1,4,4,0,12,0,5,9,2,1,7,0,2.5,0,0.2777777777777778,0,6924.2791411042945,6924.2791411042945,0.790407187299956,0,4,0.4444444444444444,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
33,5207,1,15,15,14,2,3,3,2,3,1,12,1,3,28,4,1,5,0,2.5,0,0.15625,0,3237.169884169884,3237.169884169884,1.6085037814860448,0,1,0.875,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
40,16437,1,21,21,7,3,3,4,4,3,1,21,0,2,6,2,1,7,1,3.5,1,0.1590909090909091,0,17181.676470588234,18088.636363636364,0.9086920467395401,0,14,0.3181818181818182,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
24,2296,0,2,1,1,3,2,1,2,3,0,14,3,3,21,2,1,0,1,2.25,0,1.125,0,3237.169884169884,3237.169884169884,0.7092615099466024,1,0,0.5,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
40,4069,3,8,2,2,4,3,4,3,3,1,18,0,2,8,2,0,2,0,3.5,0,1.1666666666666667,0,7528.763358778626,7528.763358778626,0.5404606050282479,0,0,0.6666666666666666,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
45,7441,1,10,10,8,1,3,2,1,3,0,12,3,4,1,4,1,7,0,1.75,0,0.1590909090909091,0,7528.763358778626,7528.763358778626,0.9883429250467419,1,2,0.7272727272727273,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
35,2430,0,6,5,3,2,2,3,1,3,0,23,2,5,28,4,1,4,2,2.25,0,0.375,0,2626.0,2626.0,0.9253617669459253,1,2,0.5,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
32,5878,3,12,7,1,4,2,2,1,3,0,12,1,2,5,2,1,2,1,2.5,1,0.3125,0,3239.972602739726,3239.972602739726,1.814212871747605,0,6,0.125,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
36,2644,3,7,3,2,3,3,4,4,2,1,21,0,3,2,4,1,1,1,3.25,1,0.8125,0,2626.0,2626.0,1.0068545316070068,0,1,0.5,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
48,6439,8,18,8,7,3,3,3,3,3,0,14,1,2,16,4,1,7,0,3.0,0,0.3333333333333333,0,6924.2791411042945,6924.2791411042945,0.9299162943585632,0,1,0.7777777777777778,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
29,2451,6,5,1,0,3,4,3,1,2,0,18,2,2,9,3,1,0,-1,2.25,0,1.125,0,3239.972602739726,3239.972602739726,0.7564878783010173,1,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
33,6392,2,8,2,2,1,3,1,4,1,0,13,1,6,8,4,1,2,0,1.75,0,0.5833333333333334,0,6924.2791411042945,6924.2791411042945,0.9231285841807634,1,0,0.6666666666666666,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
30,9714,1,10,10,8,2,2,1,4,3,0,11,1,4,1,3,1,6,1,2.5,1,0.22727272727272727,0,6924.2791411042945,6924.2791411042945,1.4028897163222678,0,2,0.7272727272727273,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
38,6077,3,10,6,3,3,3,3,3,3,0,11,0,2,10,4,2,1,0,3.0,0,0.42857142857142855,0,4235.75,4235.75,1.4346927934840348,0,3,0.42857142857142855,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
35,2450,1,3,3,0,4,2,1,2,3,0,19,0,3,1,3,1,1,1,2.5,1,0.625,0,3237.169884169884,3237.169884169884,0.7568339282966794,0,3,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
30,9250,3,9,4,2,3,3,2,2,3,0,12,1,3,29,4,1,1,0,2.5,0,0.5,0,6924.2791411042945,6924.2791411042945,1.3358791307371811,0,2,0.4,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
35,2074,1,1,1,0,1,3,1,4,3,1,12,1,2,2,3,1,0,0,2.25,0,1.125,1,3237.169884169884,3237.169884169884,0.6406830886886993,1,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
53,10169,0,34,33,7,3,2,4,2,3,0,16,1,4,2,5,1,1,1,3.0,1,0.08823529411764706,0,7295.137931034483,7295.137931034483,1.3939421154382465,0,26,0.20588235294117646,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
38,4855,4,7,5,2,3,3,2,1,3,0,11,2,2,2,3,1,1,0,2.25,0,0.375,0,7295.137931034483,7295.137931034483,0.6655117484956915,1,3,0.3333333333333333,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
32,4087,4,9,6,5,4,3,1,2,2,0,14,1,3,1,4,0,1,0,2.25,0,0.32142857142857145,0,3239.972602739726,3239.972602739726,1.2614304196720758,0,1,0.7142857142857143,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
48,2367,8,10,8,2,3,3,1,4,2,0,12,1,3,15,4,1,7,0,2.5,0,0.2777777777777778,0,3239.972602739726,3239.972602739726,0.730561733145046,0,6,0.2222222222222222,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
34,2972,1,1,1,0,1,3,4,3,1,0,13,0,4,7,4,1,0,0,2.25,0,1.125,0,3239.972602739726,3239.972602739726,0.9172917071850768,1,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
55,19586,1,36,36,6,3,2,4,3,3,0,21,1,3,26,5,1,2,2,3.25,1,0.08783783783783784,0,17181.676470588234,16986.972972972973,1.15300118691907,0,30,0.16216216216216217,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
34,5484,9,9,2,2,2,3,4,2,2,0,17,1,3,1,4,1,2,0,2.5,0,0.8333333333333334,0,3239.972602739726,3239.972602739726,1.6926069051826922,0,0,0.6666666666666666,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
26,2061,1,1,1,0,1,3,4,1,3,0,21,0,5,3,3,1,0,1,2.25,0,1.125,0,3239.972602739726,3239.972602739726,0.6361164900768652,1,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
38,9924,0,10,9,8,3,3,2,4,3,0,11,1,3,14,3,1,7,0,3.0,0,0.3,0,6924.2791411042945,6924.2791411042945,1.433217783074139,0,1,0.8,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
38,4198,2,8,3,2,2,3,2,2,4,0,12,0,5,16,3,1,1,0,2.5,0,0.625,0,6924.2791411042945,6924.2791411042945,0.6062724963064525,0,1,0.5,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
36,6815,6,15,1,0,2,3,3,1,3,0,13,0,5,1,4,1,0,0,2.25,0,1.125,0,6924.2791411042945,6924.2791411042945,0.984217975780961,1,1,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
29,4723,1,10,10,9,2,3,1,4,3,1,18,0,3,3,1,1,1,0,2.5,0,0.22727272727272727,0,3237.169884169884,3237.169884169884,1.4589904666715172,0,1,0.8181818181818182,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
35,6142,3,10,5,2,1,3,3,3,3,1,16,0,4,10,4,1,0,0,2.5,0,0.4166666666666667,0,7528.763358778626,7528.763358778626,0.8158046291677313,0,3,0.3333333333333333,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
39,8237,2,11,7,6,4,4,3,1,3,0,11,1,3,6,3,1,7,-1,2.75,0,0.34375,0,6924.2791411042945,6924.2791411042945,1.1895823135007741,0,1,0.75,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
29,8853,1,6,6,4,1,3,4,4,4,0,19,1,0,2,1,2,1,0,3.25,0,0.4642857142857143,0,7528.763358778626,7528.763358778626,1.1758903259560283,0,2,0.5714285714285714,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
50,19331,4,27,1,0,3,3,3,3,3,1,16,1,2,9,3,1,0,0,3.0,0,1.5,0,17181.676470588234,16986.972972972973,1.1379896836685663,0,1,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
23,2073,2,4,2,2,4,4,3,4,3,0,16,1,2,10,3,1,2,-1,3.5,0,1.1666666666666667,0,3239.972602739726,3239.972602739726,0.6398202250991468,0,0,0.6666666666666666,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
36,5562,3,9,3,2,1,4,1,4,3,1,13,1,3,6,4,2,0,-1,2.25,0,0.5625,1,3237.169884169884,3237.169884169884,1.7181674731371963,0,1,0.5,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
42,19613,8,24,1,0,4,2,4,4,3,0,22,0,2,9,2,1,0,2,3.75,1,1.875,0,17181.676470588234,17130.333333333332,1.1449281002510168,0,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
35,3407,1,10,10,9,2,4,3,4,2,0,17,2,3,28,3,1,6,-1,2.75,0,0.25,0,3237.169884169884,3237.169884169884,1.0524625280435864,0,1,0.8181818181818182,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
34,5063,1,8,8,2,4,2,3,2,2,0,14,1,3,10,4,2,7,1,2.75,1,0.3055555555555556,0,7528.763358778626,7528.763358778626,0.672487599719346,0,6,0.2222222222222222,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
40,4639,1,5,5,4,4,3,1,3,3,0,15,1,2,14,2,1,1,0,2.75,0,0.4583333333333333,0,6924.2791411042945,6924.2791411042945,0.669961436485382,0,1,0.6666666666666666,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
43,4876,5,8,6,4,4,4,2,3,3,0,12,1,0,27,3,1,0,-1,3.0,0,0.42857142857142855,0,3237.169884169884,3237.169884169884,1.506253973214126,0,2,0.5714285714285714,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
35,2690,1,1,1,0,3,2,4,4,2,0,18,1,5,7,2,1,0,1,3.25,1,1.625,0,3237.169884169884,3237.169884169884,0.8309727620890072,0,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
46,17567,1,27,26,0,4,4,1,2,1,0,15,0,5,1,4,1,0,-1,2.0,0,0.07407407407407407,0,17181.676470588234,16986.972972972973,1.0341454023592005,0,26,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
28,2408,1,1,1,1,3,3,2,3,3,1,17,3,3,24,3,1,0,0,2.75,0,1.375,0,3237.169884169884,3237.169884169884,0.7438596323830221,0,0,0.5,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
22,2814,1,4,4,2,2,2,3,2,2,1,14,0,2,26,2,0,1,1,2.25,0,0.45,1,3239.972602739726,3239.972602739726,0.8685258627250357,1,2,0.4,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
50,11245,2,32,30,8,2,3,3,3,3,1,15,1,3,20,5,2,12,0,2.75,0,0.08870967741935484,0,7528.763358778626,7528.763358778626,1.4936051864199182,0,22,0.25806451612903225,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
32,3312,3,6,3,2,2,4,4,4,3,0,17,2,3,5,4,1,0,-1,3.25,0,0.8125,0,3239.972602739726,3239.972602739726,1.0222308661497221,0,1,0.5,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
44,19049,0,23,22,7,2,3,4,4,2,1,14,1,4,7,3,1,1,0,3.0,0,0.13043478260869565,0,16033.55,16033.55,1.1880712630702497,0,15,0.30434782608695654,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
30,2141,1,6,6,4,2,2,2,2,2,0,12,1,3,7,3,1,1,1,2.0,0,0.2857142857142857,0,3239.972602739726,3239.972602739726,0.6608080568920759,1,2,0.5714285714285714,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
45,5769,1,10,10,7,3,1,1,1,3,1,14,0,3,5,5,1,1,2,2.0,0,0.18181818181818182,1,3237.169884169884,3237.169884169884,1.782112217283079,0,3,0.6363636363636364,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
45,4385,1,10,10,7,1,2,1,1,3,0,15,1,2,26,3,0,4,1,1.5,0,0.13636363636363635,0,6924.2791411042945,6924.2791411042945,0.6332789176521664,1,3,0.6363636363636364,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
31,5332,7,10,5,2,4,3,1,4,3,0,13,0,3,2,4,2,0,0,3.0,0,0.5,0,6924.2791411042945,6924.2791411042945,0.7700440567665567,0,3,0.3333333333333333,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
36,4663,9,7,3,2,3,3,3,2,3,1,12,2,2,12,4,1,1,0,2.75,0,0.6875,0,7295.137931034483,7295.137931034483,0.6391928492760884,0,1,0.5,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
34,4724,1,9,9,7,3,4,4,1,3,0,13,1,3,10,4,2,7,-1,2.75,0,0.275,0,7295.137931034483,7295.137931034483,0.6475545828823165,0,2,0.7,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
49,3211,1,10,9,6,3,3,1,4,2,0,14,1,3,25,4,1,1,0,2.5,0,0.25,0,3237.169884169884,3237.169884169884,0.991915813779852,0,3,0.6,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
